,track_id,acousticness,danceability,duration_ms,instrumentalness,key,energy,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,3AN96mijpWgIeUEJpvCNaO,0.262,0.841,183318,1.38e-06,5,0.804,0.31,-5.761,1,0.104,122.971,4,0.665
1,6FdIgoB81cFG4HbPdLopg1,0.0956,0.776,617209,0.186,11,0.363,0.0557,-20.657,0,0.0401,112.001,4,0.382
2,0qHCv51I6lwyBPFum2jyDB,0.591,0.591,315965,0.749,1,0.631,0.398,-10.995,0,0.043,98.01,4,0.264
3,4iq6mQd3Hkj1BUYC09t3rP,0.00244,0.666,322400,0.284,4,0.888,0.248,-10.863,0,0.0493,121.015,4,0.353
4,1BD0zWpMD6TyO4VwTeSgVK,0.00175,0.85,428661,0.000134,4,0.521,0.0524,-11.474,0,0.0717,112.005,4,0.694
5,5oMumOpP2Bavh3JyjbOqP5,0.011,0.752,191304,6.25e-06,8,0.68,0.309,-5.888,1,0.0541,137.995,4,0.941
6,7BmjQ0KPmlaebcMOtwEYbX,0.101,0.73,319988,0.287,6,0.546,0.14,-10.671,0,0.0435,112.0,4,0.0517
7,4gDvK31eabo3RoaDYI6B9E,0.116,0.858,356847,0.00182,1,0.734,0.083,-8.945,0,0.0661,113.017,4,0.288
8,1gZ9sXMHzIfqOdQsYKUYoc,0.00185,0.795,402902,0.059,10,0.337,0.0806,-19.12,0,0.0696,112.011,4,0.633
9,6n9gRnIKWnUW4SScxC1cGj,0.0536,0.736,475835,0.0625,10,0.598,0.0748,-15.483,0,0.0494,112.997,4,0.347
10,3Z81B2c0U6WK0VqkrcAqoR,0.00559,0.887,421343,0.459,4,0.473,0.044,-18.405,0,0.0725,112.004,4,0.198
11,7b2YXPWXRzzIN2fmGM5Dzi,0.0221,0.754,407864,0.293,7,0.555,0.172,-14.027,0,0.0508,113.008,4,0.37
12,5PNJieSonc6GqnSEGxIJYb,0.00629,0.766,966466,0.0706,2,0.432,0.0628,-15.615,1,0.0459,112.001,4,0.265
13,4BIGl9cDzyw1znsjRytGLd,0.0127,0.74,560785,0.00714,6,0.41,0.106,-16.578,1,0.0499,112.997,4,0.521
14,13Z8di7Br7OsZn5GmtesIf,0.0308,0.873,453410,0.000391,4,0.628,0.166,-9.516,0,0.0828,111.998,4,0.387
15,4FEi7i9oDxDzcYbx53IHwq,0.0551,0.879,413585,0.283,5,0.435,0.0822,-17.619,0,0.0716,111.976,4,0.261
16,1X1IDV1HeEMqpPkKnt1Srx,0.0433,0.864,475652,0.00259,8,0.425,0.196,-18.824,1,0.102,110.997,4,0.44
17,5ZDw1sqZQDlC5aV7ir6kkN,0.0116,0.793,407821,0.238,4,0.497,0.0788,-10.816,1,0.0921,113.001,4,0.543
18,5kJMW3pK49PvQDtpVryHf5,0.0805,0.757,217500,0,6,0.592,0.0829,-6.554,0,0.0353,128.011,4,0.49
19,2DtUUBwYwEzKMTMDrc5EiO,0.253,0.871,214387,1.6e-06,0,0.372,0.104,-9.077,0,0.0413,110.011,4,0.608
20,2anWKmV4Je8175CHvemHV9,0.871,0.504,264596,0,1,0.46,0.376,-10.211,0,0.196,175.478,4,0.355
21,17vw2n25C8g7KKCilJ3pER,0.888,0.672,261290,1.14e-06,0,0.461,0.107,-7.989,1,0.0324,123.97,4,0.395
22,7sZgN8O9VpGPbNv4TWfvTy,0.06,0.937,191938,0.149,6,0.155,0.0936,-14.471,0,0.165,120.0,4,0.641
23,2TqjLbM2E5I4ce6iWTdXly,0.739,0.355,289750,1.95e-06,5,0.352,0.107,-10.2,1,0.0416,147.428,3,0.217
24,76dD9BdSOzsRJSGGBjOcUf,0.181,0.783,192000,0,0,0.476,0.0892,-8.096,0,0.0293,100.017,4,0.533
25,7bFFUPBiF15n8m8RziqS4o,0.627,0.581,281494,0.00022,5,0.558,0.102,-10.404,1,0.0432,76.992,4,0.271
26,6jcLKVmEKAQIXIVHJZ8vzS,0.869,0.372,245333,0,9,0.335,0.114,-6.663,1,0.0286,179.56,4,0.387
27,6Wi18yv3aoO0ZF4uulguof,0.301,0.694,202167,0.0133,9,0.363,0.124,-13.585,0,0.0273,100.016,4,0.641
28,11hcyWq7qSwBE3bvv5Ialn,0.8,0.638,213490,0,11,0.355,0.11,-7.637,1,0.0882,145.148,4,0.815
29,6VfdXxzdvhRU7SUJkkerac,0.0313,0.782,230557,4.06e-06,0,0.783,0.196,-8.274,1,0.0451,103.985,4,0.743
30,0Gx93PqcQlb5E0LIYvRfUD,0.614,0.633,215360,0,4,0.871,0.11,-7.067,0,0.0582,165.254,3,0.906
31,3ZR59E4H9zPE1h1EvBFULw,0.593,0.747,254955,0,11,0.934,0.174,-5.336,0,0.0384,159.032,3,0.944
32,4YGq4nJvHJI9ShflkbS6P3,0.624,0.7,230060,0,11,0.55,0.363,-10.556,0,0.0323,145.099,1,0.909
33,6F5AF74ea4QZz3cSFBnYXJ,0.511,0.601,211400,0,7,0.798,0.479,-5.158,0,0.0397,152.352,3,0.845
34,7mPZFdTHxR4a6lKKsm3RSJ,0.659,0.612,215081,0,6,0.914,0.207,-3.056,0,0.0557,167.27,3,0.961
35,5IkUQ5XQ2VfJODo6ZiYed7,0.483,0.696,181227,0,1,0.843,0.101,-9.929,1,0.0863,112.954,3,0.924
36,5T036Dj8mfctWZGmsmHihH,0.0281,0.674,288027,0.000662,4,0.863,0.0794,-7.055,1,0.0552,106.273,3,0.968
37,5WEbL7TdOzRcW02pytPIv4,0.602,0.545,255213,1.17e-06,9,0.812,0.108,-10.513,0,0.129,106.244,3,0.809
38,4YGbVUdrIc6RbE6n1cl7gy,0.556,0.734,228893,0,1,0.904,0.0766,-6.835,1,0.0426,112.311,4,0.976
39,6HFjOxLERE1kx6fp4DjC05,0.0879,0.669,209693,1.64e-05,4,0.851,0.0443,-11.837,0,0.044,102.696,3,0.973
40,6kGlCyGzSPklEZRxyZ27Qe,0.455,0.725,231200,0,4,0.902,0.0807,-6.976,1,0.0472,100.63,3,0.966
41,0oiaSHMsgtACh1yx5B9GDf,0.673,0.627,191320,4.66e-05,0,0.953,0.12,-4.968,1,0.0438,170.746,3,0.964
42,1pIOioLRqjY6fU84n68hU6,0.108,0.627,187333,0.00089,9,0.619,0.0234,-14.151,1,0.0618,102.633,4,0.966
43,5XrIdN0TE6fKYVDOTbQX3Q,0.2,0.53,278200,0,1,0.794,0.0992,-10.406,1,0.182,149.735,4,0.808
44,17NXlqBKA08Qf6Jt4kpc14,0.252,0.581,125000,0,11,0.677,0.131,-3.924,0,0.0678,180.133,4,0.914
45,6B1J688S8XYptynyMfDGCi,0.217,0.652,164228,0,2,0.833,0.337,-3.123,1,0.0409,79.951,4,0.755
46,4I4FFtKZLtyqw4he9pPtL7,0.5,0.693,170058,4.67e-05,4,0.756,0.135,-5.209,0,0.0477,94.884,4,0.53
47,6FgldyflJEyydJql79PQIK,0.518,0.619,139321,0,4,0.795,0.286,-4.106,1,0.0639,81.804,4,0.938
48,0ef712NSpFAndwUPpnAogo,0.185,0.613,161209,0,11,0.87,0.143,-4.897,1,0.0526,82.059,4,0.559
49,2besF2Yj2Djnes75vwfVSs,0.365,0.563,155134,0,1,0.86,0.17,-4.438,0,0.0479,160.06,4,0.636
50,7asgcWpGtv92TiMZUYNWVt,0.551,0.672,211897,0,7,0.708,0.128,-5.454,1,0.0364,79.991,4,0.939
51,6FzRjE65s7jGPVnLbx5FSr,0.311,0.461,171957,0,9,0.78,0.344,-4.156,1,0.0416,81.719,4,0.822
52,4hsI4M9KrYB4intDUEIDPG,0.0187,0.61,143744,0,4,0.783,0.182,-6.636,1,0.0442,85.935,4,0.587
53,2OFIqxTn0kluqdeLAHpeGn,0.0742,0.567,183550,0,7,0.777,0.45,-3.202,1,0.0675,177.643,4,0.771
54,7EAMXbLcL0qXmciM5SwMh2,0.667,0.901,211140,0.354,8,0.136,0.109,-16.127,0,0.102,150.076,4,0.643
55,4qP2V09IpTct5A1ZSnr1zh,0.952,0.517,315707,0.0075,2,0.484,0.129,-10.93,0,0.318,141.914,3,0.42
56,7vsAZNP2BZiHK8RHyTh7lC,0.086,0.86,113520,0.655,7,0.65,0.205,-10.07,1,0.0973,124.992,4,0.419
57,6bCLkzoE3agC7Ws9NxVxIn,0.872,0.769,120112,0,9,0.31,0.144,-14.249,0,0.372,77.994,4,0.71
58,3LIiMyGqQ1VmriFswyoDdI,0.155,0.587,190060,0,0,0.596,0.105,-6.57,0,0.0729,66.923,4,0.282
59,4Z37y7sR5Y5LMGVyjabXhi,0.0132,0.693,180343,0,6,0.66,0.378,-8.96,1,0.324,87.383,4,0.685
60,7KmbiagSkUbepU88x7NWjb,0.065,0.809,101633,0.12,8,0.972,0.0311,-1.653,1,0.0616,98.013,4,0.641
61,2zHLOJoeSs3OpW8aR19AuS,0.000147,0.846,126957,0,1,0.535,0.0892,-7.268,1,0.166,137.927,4,0.164
62,6gg8BjbmohTzewwSGcuSlj,0.122,0.784,147187,5.94e-06,11,0.761,0.0722,-5.5,0,0.0581,127.996,4,0.383
63,33iXbCWQerbaT3T9zpSJSf,0.344,0.669,148615,3.18e-06,8,0.488,0.248,-8.075,0,0.0336,130.006,4,0.562
64,4vfedO2VTJR0JSniz23y1o,0.4,0.666,211360,0,1,0.479,0.0734,-6.362,0,0.0295,126.019,3,0.505
65,5lJb9P3Qw02iy9devvcbjA,0.638,0.608,166400,0,6,0.601,0.0797,-8.569,0,0.564,150.513,4,0.302
66,7dpget8s2QN51jYbNqVYtG,0.0227,0.661,168536,0,4,0.582,0.395,-5.017,0,0.0304,139.968,4,0.534
67,7mCemRaeeezaB97MPPkhfG,0.589,0.531,201039,0.178,2,0.541,0.356,-7.087,1,0.0342,153.954,4,0.213
68,6yeVk9XbjCQOAGg6t0k7j7,0.00146,0.614,116923,0,8,0.851,0.34,-5.547,1,0.0864,156.052,4,0.656
69,0XLRzuKfJ68J8DEBftbMst,0.0317,0.798,167478,0.000196,0,0.597,0.0851,-6.865,1,0.0493,114.994,4,0.358
70,33s2G0h9EOdyaKlKr15ngE,0.289,0.768,222842,4.33e-05,9,0.56,0.119,-9.523,1,0.0485,124.985,4,0.502
71,4FeSPOzJXBGH5HMDzjIwwb,0.00441,0.414,156923,3.12e-06,1,0.554,0.219,-8.735,0,0.0597,124.174,3,0.198
72,7krNeHssTmY3ijTox4OBbD,0.681,0.869,110526,0,11,0.456,0.0698,-8.533,0,0.497,114.136,4,0.381
73,3h9XZd7ZON6LubTC3AqwzT,0.0513,0.638,162038,0,5,0.693,0.367,-5.006,0,0.144,78.947,4,0.357
74,0USeB0Tykai3QZj5YAUclG,0.666,0.37,244107,0,7,0.322,0.11,-9.137,1,0.0466,129.865,4,0.0966
75,0Mn3gzrUf0ubQ64XhsL9mY,0.185,0.536,168945,0,5,0.823,0.12,-4.845,1,0.0552,87.063,4,0.668
76,5bW8ywPexT4FpZlyebr8Yv,0.225,0.495,268484,0,1,0.464,0.198,-9.456,0,0.0962,138.006,4,0.269
77,0ogcq4tghtilklBtRaxF4K,0.0145,0.668,166439,0,7,0.766,0.172,-3.384,1,0.0348,120.043,4,0.181
78,3rVVMySmCZCV0pEcrmNYOu,0.705,0.546,205500,1.34e-06,1,0.525,0.122,-8.4,1,0.0361,104.772,4,0.425
79,4KjPt8HrShkDOASRyMkTJ4,0.0165,0.571,299705,0.124,1,0.828,0.107,-6.448,1,0.0412,128.003,4,0.648
80,3y3175OM52bdhGe98p2JIv,0.0348,0.381,275500,0,9,0.803,0.0839,-5.829,1,0.0603,164.132,4,0.231
81,4tVLXGYrlv0aysDrZSLRVN,0.387,0.882,199641,0.000654,5,0.32,0.11,-8.004,0,0.0684,92.005,4,0.623
82,7GJMF9VKKuTjHiq3fSNQPi,0.549,0.409,164091,0,2,0.593,0.116,-5.919,1,0.0912,197.854,3,0.499
83,5QasaUBTehScqAR7zHfFEq,0.374,0.735,198880,8.34e-06,9,0.68,0.116,-8.126,0,0.0377,112.979,4,0.79
84,29l0WglBnIAye0K8Ym4gtG,0.346,0.729,156765,0,5,0.569,0.0832,-4.484,0,0.0471,128.043,4,0.772
85,4p9jbhD6N7HpuECGusu6iT,0.502,0.484,257252,0,9,0.546,0.485,-6.793,1,0.0618,169.99,3,0.333
86,6ZxvapmYLdLdRCdIFR0NRQ,0.801,0.656,235179,0,3,0.512,0.113,-8.897,1,0.0316,111.998,4,0.347
87,79TMN9XqG2uwuhgVUw7siC,0.817,0.626,160208,0,5,0.591,0.183,-4.824,1,0.0294,144.069,4,0.543
88,70ywpHtaToCmnULRT9Vu4p,0.702,0.586,294340,0,1,0.474,0.121,-8.871,1,0.0468,105.939,4,0.189
89,0DoBs2WReFWtpe7NaO7bxS,0.0341,0.659,210161,4.92e-06,4,0.848,0.193,-6.347,0,0.049,150.031,5,0.496
90,4EGudVZdKdhgZAobackapy,0.908,0.611,176000,4.7e-05,8,0.331,0.108,-12.92,0,0.0379,180.114,4,0.578
91,1ZM3tZvjn8rhd5Aq4BYHdX,0.488,0.618,176211,0,10,0.591,0.343,-6.603,0,0.048,95.073,4,0.334
92,5SapHgaROoMLLJydauAor0,0.873,0.415,150200,0.0236,11,0.315,0.129,-12.803,0,0.0349,98.116,4,0.104
93,7wy9gDTUipeY35NKn45ru5,0.653,0.339,304267,0.000118,4,0.781,0.27,-5.469,0,0.0552,79.27,4,0.528
94,2zI5Vxd2X12f0S9LiQcyOy,0.0298,0.782,178520,0.00119,2,0.856,0.0864,-4.832,1,0.0426,113.052,4,0.294
95,1iFGzZThVz7rYr2uqaTffV,0.818,0.668,185538,0.0012,11,0.218,0.109,-13.131,0,0.0478,129.744,4,0.0396
96,7uECo8F02dr0NrMLCPP1Xr,0.212,0.431,226000,0,7,0.745,0.121,-8.229,1,0.199,78.568,4,0.311
97,4OrBxEv9bIWY5D2WWSbfkM,0.0877,0.731,135724,6.5e-06,8,0.676,0.133,-9.315,1,0.211,145.091,4,0.671
98,1wkZE2BMcfLOajVp5eifgN,0.0296,0.571,200914,1.06e-05,7,0.628,0.285,-9.382,1,0.0447,103.168,4,0.497
99,1xcg02T3j6yPwESjdyJtZj,0.273,0.558,189405,2.46e-06,10,0.478,0.12,-7.032,0,0.0377,133.949,4,0.397
100,0ywlnV6QEZneCbbqLev6qL,0.787,0.669,185855,0.0112,10,0.433,0.242,-11.234,0,0.0517,78.043,4,0.355
101,0zQ8vXWLqSyBi5bYebveW1,0.541,0.643,161505,0,6,0.56,0.227,-8.437,0,0.0488,133.064,4,0.456
102,53Ie01ecXT4Jdw0W0IN5DS,0.0411,0.77,164677,0,1,0.8,0.0833,-4.799,1,0.143,103.989,4,0.642
103,44xBxtfdZRhAXWvQD7I0x7,0.768,0.424,259103,0,5,0.489,0.285,-7.11,0,0.0438,136.254,3,0.318
104,1daq3770YvxyBumLXxd3wA,0.138,0.866,167427,0,1,0.656,0.0836,-6.378,1,0.205,111.978,4,0.682
105,0tGhAFzIJhp9SOyC955rLK,0.575,0.555,155833,0,0,0.647,0.15,-8.215,0,0.0852,144.019,4,0.542
106,63PMAvGnETFoRUPXr440eI,0.00902,0.501,180917,0.299,4,0.588,0.234,-6.477,0,0.0255,100.021,4,0.259
107,2rP7pI2WpMWcUraYAX2xiT,0.649,0.395,259360,0,1,0.675,0.0963,-5.881,0,0.0472,177.053,4,0.496
108,5HSs6jPrD6lNbFVnNGlOpS,0.63,0.726,150900,0.00224,3,0.553,0.151,-7.794,0,0.0979,100.027,4,0.354
109,04kACmoMwey7xBZui1y5JB,0.931,0.629,140013,0,11,0.229,0.108,-15.679,0,0.0843,144.016,4,0.507
110,6MHB3t0exyn1Ru5Xc3MSWJ,0.119,0.541,128416,2.91e-06,1,0.799,0.117,-8.77,0,0.309,143.286,4,0.74
111,3UPrUZ9mJWEPjXzgF7GS8f,0.246,0.602,223530,0,9,0.576,0.275,-7.824,0,0.0647,80.176,4,0.498
112,3GXkYMKJ443tsH5KmOABnw,0.55,0.802,192250,0.000345,6,0.585,0.105,-6.871,0,0.042,98.005,4,0.789
113,36TewRW96x3ZS0ysUUPAxN,0.182,0.803,198000,0,2,0.632,0.131,-6.167,1,0.0879,91.972,4,0.577
114,6fON5gco8TNy1di0oBUr1Y,0.165,0.771,234606,6.74e-06,6,0.651,0.0985,-6.951,0,0.144,100.045,4,0.277
115,1UiKO2k32EW98QiHwFoXKA,0.528,0.525,258310,0.0206,4,0.632,0.129,-8.18,1,0.0389,149.895,4,0.442
116,37HhnXqIRFSSJXWsysl6B7,0.788,0.757,181623,0.000986,5,0.393,0.0501,-7.942,1,0.212,77.985,4,0.715
117,3GMvQQ1R91hkdoGPYBQTlu,0.159,0.565,186000,0,3,0.705,0.115,-4.426,1,0.143,179.948,4,0.488
118,3qMYr2bVu2HpSKrSJ2zj8K,0.548,0.422,235059,0.189,2,0.391,0.14,-8.529,1,0.0359,170.401,4,0.628
119,1af2PmV5gQRWELZmVrjNMQ,0.288,0.671,266471,0,10,0.562,0.279,-8.423,1,0.0528,136.013,4,0.72
120,4CHnBhfsGuReet1IMOrueC,0.202,0.742,201500,0,0,0.605,0.175,-6.156,1,0.037,97.014,4,0.869
121,55hFxemENUqRGtA48NzZ8l,0.619,0.851,193573,0.0187,7,0.837,0.586,-7.719,1,0.0954,108.467,4,0.909
122,4ecjM0ysBatJHq6clYvzvg,0.272,0.78,200000,0.235,0,0.927,0.0528,-4.372,1,0.0557,108.702,4,0.964
123,1ZksDYuOMSiBLpq7vkYzWB,0.395,0.548,163000,2.06e-06,11,0.881,0.266,-7.015,0,0.231,123.793,4,0.782
124,2UKsqNt5CrtO6hbHWFH4p7,0.0387,0.761,170625,0.00196,1,0.926,0.389,-5.135,1,0.158,128.064,4,0.318
125,6X9wJ7rTc45kAKQjaSb1F4,0.111,0.776,228874,0.000352,1,0.556,0.196,-8.062,1,0.0811,75.502,4,0.12
126,3y3ETWtsGSXkY9ZWwRELz5,0.161,0.579,303160,0,4,0.641,0.104,-7.204,0,0.0382,137.942,4,0.329
127,7FR8mQJc9q5xtWhY6O1m9r,0.0219,0.586,149333,0,6,0.957,0.471,-6.225,0,0.0826,90.062,4,0.58
128,52Ti1NmPqg616YOG6vHqb0,0.118,0.755,188696,0.000138,6,0.539,0.0859,-7.033,0,0.0406,137.954,4,0.354
129,4oJ81DM4gfFeHhjG9bm5OO,0.11,0.806,187013,0,8,0.671,0.111,-8.672,1,0.0985,76.989,4,0.936
130,5mlMZZEFUSAu1yw6bnB6Ee,0.0357,0.516,123333,0,4,0.951,0.0979,-5.903,1,0.0461,90.01,4,0.625
131,78rMJvpjTo9vGN0DvO1R1S,0.0357,0.516,123333,0,4,0.951,0.0979,-5.903,1,0.0461,90.01,4,0.625
132,6zP9bM6cmFj0yde2QjexFQ,0.383,0.59,186259,0,6,0.851,0.0701,-7.011,0,0.076,160.084,4,0.21
133,6vj4QiUntKdYVetE2wQYDz,0.271,0.652,121004,1.05e-05,5,0.745,0.0606,-5.006,1,0.292,98.135,4,0.742
134,7h5DpRmUTSeyVA85HKxvp9,0.415,0.825,156000,0,8,0.624,0.0892,-7.243,0,0.129,99.984,4,0.546
135,3o059A7sqgyHe8hbHo7FKN,0.237,0.962,186255,3.73e-06,2,0.57,0.0719,-7.74,0,0.0617,115.031,4,0.941
136,2QR6DLAQDnAVR0F9F2Hqvz,0.413,0.782,164000,0,0,0.645,0.148,-7.268,0,0.0365,119.966,4,0.736
137,4sP7OEtk9AbrnF2JUA8JYZ,0.089,0.752,159010,0,10,0.772,0.154,-6.103,1,0.403,72.637,4,0.568
138,11MsFlMyncVKYscu0LQHCu,0.292,0.784,163111,5.87e-05,7,0.585,0.0842,-7.003,0,0.15,119.971,4,0.7
139,64EzAiiCwYjILNOMt6R3P0,0.217,0.663,233314,0,5,0.664,0.166,-7.921,0,0.107,130.069,4,0.418
140,1KEV515pXBhEcO1ZoXQBx9,0.137,0.429,265265,0,8,0.649,0.111,-6.947,1,0.0991,196.298,4,0.216
141,3XRPyB0w5c1poNok8AOPiw,0.316,0.659,190500,0,11,0.748,0.203,-4.658,1,0.0841,142.938,4,0.532
142,6tjegPw4qcp4Dd8izPKni8,0.267,0.709,155490,0,11,0.544,0.216,-6.638,1,0.0693,102.077,4,0.74
143,6phihHvSWDEpWILKRCl4ip,0.492,0.409,139691,3.02e-06,11,0.367,0.658,-9.79,0,0.0323,119.961,4,0.275
144,1W24YKmQKysMT7gXCkvy4z,0.1,0.534,187184,0,4,0.761,0.398,-3.562,1,0.309,173.834,4,0.654
145,0yjrZGfRBhIwCzm7y4TX3O,0.292,0.635,204336,0,9,0.649,0.126,-5.899,0,0.0612,120.115,4,0.301
146,4xbpfYZYXflIOcWOX3itWO,0.212,0.56,196905,0,11,0.561,0.0887,-7.815,0,0.103,143.987,4,0.192
147,0svLb7IcBzueMQyVDv2knx,0.0916,0.4,312076,0,9,0.612,0.139,-7.836,0,0.0784,80.514,4,0.263
148,06IeMRkIhGUJY5kvhvYiT9,0.199,0.779,188000,0,11,0.814,0.162,-6.782,0,0.048,136.01,4,0.813
149,0ocf3HwWhrXtA8r63Vcd2h,0.0102,0.611,169205,2.99e-06,11,0.862,0.255,-4.969,0,0.0346,141.042,4,0.836
150,0OXdfW3Q6VJGpg1k5Ik1SW,0.0105,0.611,169205,3.17e-06,11,0.863,0.255,-4.969,0,0.0346,141.044,4,0.837
151,7B5EbapjMpLuK7A7PJUvxn,0.0812,0.628,161461,0,11,0.841,0.0882,-3.673,1,0.0687,90.031,4,0.861
152,3y6qyXYv3C0BaYehuAQTLv,0.00149,0.616,195973,0.0159,8,0.693,0.22,-7.31,0,0.0323,145.933,4,0.855
153,2B4GEg6cLD3YlzOIBdOD7x,0.498,0.755,149565,0.000135,3,0.469,0.305,-11.877,0,0.0595,138.038,4,0.822
154,1HbsfQucMgk3TPUZ88B5bQ,0.0282,0.491,242347,0,3,0.661,0.126,-7.281,1,0.0269,102.956,4,0.353
155,53qhzT1Y88m4ixckMTC9YZ,0.0703,0.916,117736,0,4,0.24,0.196,-14.757,0,0.428,105.97,4,0.485
156,7Df3phKqcBZKauErNZmGdU,0.868,0.507,184483,0,9,0.281,0.098,-13.856,1,0.039,125.665,4,0.302
157,19mlW7kCCIx7llsIWDkeWs,0.296,0.822,150309,0,0,0.461,0.115,-12.868,1,0.284,97.007,4,0.658
158,0wyWrkjGTuipDCK0jeBoKB,0.00994,0.487,217926,0,5,0.764,0.288,-5.616,1,0.0442,108.942,4,0.533
159,7r7j12XctfJqZWXsy1Zq9L,0.402,0.487,232656,0,0,0.486,0.401,-6.548,1,0.0334,129.765,4,0.529
160,2ONw7QjUJMpQ6Gxasz2p7o,0.341,0.815,135344,1.33e-05,5,0.747,0.0953,-6.447,1,0.0672,104.974,4,0.653
161,520Jrg250xi0QXIKxFqK4n,0.818,0.68,147293,0.000229,10,0.393,0.101,-13.315,1,0.0364,126.007,4,0.639
162,2bfGUiuZ00Ver5I4BR1iNi,0.953,0.357,174453,0,2,0.0927,0.11,-15.002,1,0.0393,80.524,4,0.174
163,0pIMJeqonXQX8yPitfkmoj,0.111,0.449,183198,0,7,0.494,0.444,-7.126,1,0.0256,79.913,3,0.566
164,5zEmDMGb1R3kySj8ckLHZk,0.475,0.571,189834,3.03e-06,3,0.444,0.16,-8.122,1,0.0263,101.877,4,0.284
165,0gLXS6YP75FZnZllPNdEvy,0.586,0.642,151169,0.109,11,0.594,0.115,-7.54,0,0.479,103.317,4,0.292
166,15hadsYt5FvhgUGRPzSYn7,0.884,0.489,176883,0,0,0.175,0.125,-11.553,0,0.039,76.72,3,0.191
167,2FZax4rYTOkcnG02PrJDzk,0.984,0.452,166216,0.00432,9,0.069,0.0729,-18.431,1,0.031,73.932,1,0.127
168,412YYGmYAYGhQUycB3GPoc,0.0841,0.869,143520,0,1,0.581,0.0956,-8.468,0,0.355,138.958,4,0.708
169,3kP9KGpyBWmss1vKg5riIa,0.33,0.78,159375,0,11,0.737,0.36,-8.072,1,0.0631,99.98,4,0.627
170,7scyrGYhNkIz5t4U630EmD,0.238,0.759,108000,4.9e-05,5,0.635,0.175,-9.196,0,0.282,100.101,4,0.824
171,208L6npsyAKCgydKH9IX3k,0.013,0.43,209378,6.14e-05,9,0.528,0.0955,-7.826,0,0.0468,110.321,4,0.406
172,5KnVP62QZhBeViSV0JUVmU,0.0929,0.767,241947,0,8,0.736,0.255,-4.536,0,0.036,129.995,4,0.867
173,4Qk9Qz7Evzkab69DmTUgWT,0.31,0.851,205248,0.00125,10,0.795,0.164,-6.42,1,0.455,140.783,4,0.684
174,2H7fu317nCJKsz5e6VlNLQ,0.173,0.759,215430,0,8,0.88,0.223,-6.457,1,0.276,91.097,4,0.707
175,1gCBSWXdkuuSi7ErB7utDI,0.0534,0.568,177029,0,11,0.789,0.102,-4.449,0,0.0272,112.314,4,0.321
176,5AKobo889UNzF5YZCJ4Scr,0.423,0.381,228391,0.00599,1,0.646,0.112,-10.254,0,0.0399,105.591,4,0.329
177,3q4wYXlmczY9bLSzsLLxeX,0.157,0.708,356038,0.000135,9,0.796,0.0604,-7.971,0,0.0457,160.012,4,0.968
178,55YDyt2GWhH0CN5zryW5c6,0.357,0.406,222819,0.000593,1,0.863,0.34,-9.589,1,0.376,130.333,4,0.471
179,7JvhC9dUhq0MpL5yUhUIpT,0.206,0.694,202335,0.000374,8,0.858,0.344,-4.676,0,0.0361,119.07,4,0.596
180,3gjRRs7gmh3Euynu1cau1d,0.0253,0.659,181920,0,9,0.873,0.132,-4.873,1,0.0504,139.946,4,0.891
181,7lTlE7cPGCWS5GstCS6zDi,0.543,0.569,290496,0,1,0.905,0.333,-2.522,1,0.131,104.528,4,0.879
182,4ZIUTq57n9YpRCIl5WLM0i,0.000229,0.654,160552,0,9,0.79,0.311,-6.119,1,0.0448,144.916,4,0.499
183,29wM9VUnyLNFyEaHbngdxB,0.349,0.715,207360,0,6,0.593,0.116,-4.602,0,0.0586,125.199,4,0.341
184,521THfI6NqtFIkrbIbo4vc,0.191,0.724,194119,4e-06,9,0.619,0.268,-7.103,0,0.0649,121.033,4,0.271
185,0Bxgi89GhLVSbNNScm6iJ4,0.405,0.709,148286,0,3,0.8,0.206,-5.738,0,0.209,140.051,4,0.528
186,0FX5ip4v0qXHnhjNla2vkk,0.153,0.764,162667,0,9,0.815,0.0856,-4.085,0,0.0568,90.006,4,0.827
187,1ijqaX5uZUTxeoaqR6gIbM,0.0756,0.464,262200,0,3,0.436,0.0845,-10.001,0,0.0402,177.981,4,0.0587
188,0SupR4aupG6b6Rq6QJ6HdA,0.12,0.72,192527,3.27e-05,6,0.746,0.351,-4.053,0,0.044,144.938,4,0.917
189,0O9DuHoeG3Yq0E8WTSxn0r,0.898,0.828,123900,1.33e-06,8,0.442,0.172,-12.151,1,0.418,149.914,4,0.84
190,0AFTEC66MiVSaRN0AobM2n,0.628,0.683,169542,0,1,0.643,0.0807,-8.196,0,0.046,117.99,4,0.365
191,7jOlpikiyyYEpPGeJQdcnM,0.649,0.844,135146,0.0074,5,0.759,0.131,-4.529,0,0.0739,103.045,4,0.713
192,4qGwNGKRLqNF7EmnOw7ijQ,0.112,0.884,81003,0,6,0.677,0.38,-5.408,0,0.285,140.003,4,0.39
193,216xjc8iQfOfP7reMpR7jO,0.149,0.719,221463,0,10,0.577,0.0966,-7.203,0,0.23,170.997,3,0.221
194,2PqjL97IhV1XAUITc1aLOh,0.0133,0.669,172500,0,2,0.771,0.179,-7.357,1,0.043,160.062,4,0.406
195,4jRAdGPN0S20hLSaPWZ34p,0.442,0.794,219153,0,1,0.779,0.127,-6.096,1,0.101,92.009,4,0.597
196,0DC15gtBUKpv4hh1kScGIY,0.506,0.81,152852,1.99e-05,4,0.775,0.11,-7.259,1,0.188,146.957,4,0.886
